product_title,description,price,seller_id,image_urls
Dining Table Set,Solid wood dining table with six matching chairs.,699.99,8,https://example.com/images/dining1.jpg;https://example.com/images/dining2.jpg;https://example.com/images/dining3.jpg
Organic Face Cream,All-natural face cream with anti-aging properties.,39.99,9,https://example.com/images/cream1.jpg;https://example.com/images/cream2.jpg
Essential Oil Set,Set of 12 pure essential oils for aromatherapy.,59.99,9,https://example.com/images/oils1.jpg;https://example.com/images/oils2.jpg
Building Blocks Set,Educational building blocks set with 500 pieces.,34.99,10,https://example.com/images/blocks1.jpg;https://example.com/images/blocks2.jpg
Science Experiment Kit,Comprehensive science kit with 50 experiments for children.,49.99,10,https://example.com/images/science1.jpg;https://example.com/images/science2.jpg;https://example.com/images/science3.jpg
Curtain Set Standard,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,142.58,8,https://example.com/images/store1_1.jpg
Wireless Earbuds Premium,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,63.16,1,https://example.com/images/store2_1.jpg;https://example.com/images/store2_2.jpg;https://example.com/images/store2_3.jpg
Portable Charger Basic,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,171.67,1,https://example.com/images/item3_1.jpg;https://example.com/images/item3_2.jpg;https://example.com/images/item3_3.jpg
Area Rug Elite,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,279.34,8,https://example.com/images/product4_1.jpg;https://example.com/images/product4_2.jpg;https://example.com/images/product4_3.jpg
Running Shoes Basic,Genuine leather belt with a timeless design. Perfect for everyday use.,113.73,2,https://example.com/images/store5_1.jpg
Gaming Console Plus,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,65.25,1,https://example.com/images/product6_1.jpg;https://example.com/images/product6_2.jpg;https://example.com/images/product6_3.jpg
Mechanical Keyboard Standard,10-inch display with high resolution and fast processor. Perfect for everyday use.,159.58,4,https://example.com/images/store7_1.jpg;https://example.com/images/store7_2.jpg;https://example.com/images/store7_3.jpg
Picture Frame Elite,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,137.68,3,https://example.com/images/product8_1.jpg
Denim Jeans Standard,Genuine leather belt with a timeless design. Perfect for everyday use.,33.56,2,https://example.com/images/item9_1.jpg;https://example.com/images/item9_2.jpg;https://example.com/images/item9_3.jpg
Area Rug Pro,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,213.95,3,https://example.com/images/product10_1.jpg;https://example.com/images/product10_2.jpg
Wireless Mouse Deluxe,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,192.85,1,https://example.com/images/store11_1.jpg
Summer Dress Premium,Soft and warm sweater made from premium materials. Perfect for everyday use.,54.09,2,https://example.com/images/product12_1.jpg;https://example.com/images/product12_2.jpg
Smartwatch Premium,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,130.89,1,https://example.com/images/store13_1.jpg
Hiking Boots Elite,Genuine leather belt with a timeless design. Perfect for everyday use.,20.76,2,https://example.com/images/product14_1.jpg;https://example.com/images/product14_2.jpg
Summer Dress Plus,Waterproof and windproof jacket perfect for cold weather. Perfect for everyday use.,54.06,2,https://example.com/images/product15_1.jpg
Bookshelf Basic,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,249.34,8,https://example.com/images/product16_1.jpg;https://example.com/images/product16_2.jpg;https://example.com/images/product16_3.jpg
Ceramic Vase Standard,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,212.01,3,https://example.com/images/item17_1.jpg;https://example.com/images/item17_2.jpg;https://example.com/images/item17_3.jpg
Candle Holder Premium,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,230.04,8,https://example.com/images/product18_1.jpg;https://example.com/images/product18_2.jpg
Summer Dress Plus,Waterproof and windproof jacket perfect for cold weather. Perfect for everyday use.,198.08,2,https://example.com/images/store19_1.jpg
Gaming Console Standard,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,130.84,1,https://example.com/images/item20_1.jpg;https://example.com/images/item20_2.jpg
Bluetooth Speaker Ultra,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,270.39,1,https://example.com/images/product21_1.jpg;https://example.com/images/product21_2.jpg
External Hard Drive Elite,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,195.12,1,https://example.com/images/product22_1.jpg;https://example.com/images/product22_2.jpg
Wall Clock Premium,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,342.13,8,https://example.com/images/item23_1.jpg;https://example.com/images/item23_2.jpg
Decorative Bowl Plus,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,233.37,3,https://example.com/images/item24_1.jpg;https://example.com/images/item24_2.jpg;https://example.com/images/item24_3.jpg
Tablet Premium,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,245.68,4,https://example.com/images/product25_1.jpg
Digital Camera Pro,10-inch display with high resolution and fast processor. Perfect for everyday use.,90.98,4,https://example.com/images/item26_1.jpg
Mechanical Keyboard Standard,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,258.08,1,https://example.com/images/product27_1.jpg
Mechanical Keyboard Ultra,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,214.9,1,https://example.com/images/product28_1.jpg;https://example.com/images/product28_2.jpg;https://example.com/images/product28_3.jpg
Digital Camera Premium,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,177.03,1,https://example.com/images/store29_1.jpg
Smartwatch Pro,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,234.63,4,https://example.com/images/item30_1.jpg;https://example.com/images/item30_2.jpg;https://example.com/images/item30_3.jpg
Picture Frame Ultra,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,189.58,8,https://example.com/images/product31_1.jpg;https://example.com/images/product31_2.jpg;https://example.com/images/product31_3.jpg
Running Shoes Premium,Genuine leather belt with a timeless design. Perfect for everyday use.,48.81,2,https://example.com/images/store32_1.jpg
Gaming Console Standard,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,282.02,4,https://example.com/images/store33_1.jpg;https://example.com/images/store33_2.jpg;https://example.com/images/store33_3.jpg
External Hard Drive Deluxe,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,279.74,4,https://example.com/images/item34_1.jpg;https://example.com/images/item34_2.jpg;https://example.com/images/item34_3.jpg
Curtain Set Elite,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,39.98,3,https://example.com/images/store35_1.jpg;https://example.com/images/store35_2.jpg;https://example.com/images/store35_3.jpg
Curtain Set Pro,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,324.78,8,https://example.com/images/store36_1.jpg;https://example.com/images/store36_2.jpg
External Hard Drive Max,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,200.51,4,https://example.com/images/store37_1.jpg;https://example.com/images/store37_2.jpg
Candle Holder Plus,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,177.56,3,https://example.com/images/item38_1.jpg;https://example.com/images/item38_2.jpg
Bookshelf Ultra,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,226.31,8,https://example.com/images/store39_1.jpg;https://example.com/images/store39_2.jpg
Ceramic Vase Max,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,168.59,3,https://example.com/images/item40_1.jpg;https://example.com/images/item40_2.jpg;https://example.com/images/item40_3.jpg
Ceramic Vase Ultra,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,303.41,3,https://example.com/images/item41_1.jpg
Wireless Mouse Deluxe,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,133.33,1,https://example.com/images/product42_1.jpg;https://example.com/images/product42_2.jpg
Mechanical Keyboard Pro,10-inch display with high resolution and fast processor. Perfect for everyday use.,201.56,4,https://example.com/images/item43_1.jpg;https://example.com/images/item43_2.jpg;https://example.com/images/item43_3.jpg
Winter Jacket Plus,Lightweight and breathable shoes for maximum comfort. Perfect for everyday use.,178.1,2,https://example.com/images/item44_1.jpg;https://example.com/images/item44_2.jpg;https://example.com/images/item44_3.jpg
Mechanical Keyboard Standard,10-inch display with high resolution and fast processor. Perfect for everyday use.,148.72,1,https://example.com/images/product45_1.jpg;https://example.com/images/product45_2.jpg;https://example.com/images/product45_3.jpg
Wool Sweater Premium,Soft and warm sweater made from premium materials. Perfect for everyday use.,136.5,2,https://example.com/images/item46_1.jpg;https://example.com/images/item46_2.jpg
External Hard Drive Plus,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,51.92,4,https://example.com/images/product47_1.jpg;https://example.com/images/product47_2.jpg
Wireless Mouse Ultra,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,63.83,4,https://example.com/images/store48_1.jpg;https://example.com/images/store48_2.jpg
Throw Pillow Plus,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,263.91,8,https://example.com/images/store49_1.jpg;https://example.com/images/store49_2.jpg;https://example.com/images/store49_3.jpg
Wireless Mouse Elite,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,33.04,1,https://example.com/images/product50_1.jpg;https://example.com/images/product50_2.jpg
Candle Holder Elite,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,111.27,3,https://example.com/images/store51_1.jpg
Running Shoes Premium,Genuine leather belt with a timeless design. Perfect for everyday use.,64.41,2,https://example.com/images/store52_1.jpg;https://example.com/images/store52_2.jpg
Throw Pillow Deluxe,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,250.17,3,https://example.com/images/item53_1.jpg
Wool Sweater Premium,Genuine leather belt with a timeless design. Perfect for everyday use.,118.11,2,https://example.com/images/product54_1.jpg;https://example.com/images/product54_2.jpg;https://example.com/images/product54_3.jpg
Summer Dress Max,Genuine leather belt with a timeless design. Perfect for everyday use.,151.04,2,https://example.com/images/store55_1.jpg
External Hard Drive Basic,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,115.42,1,https://example.com/images/item56_1.jpg;https://example.com/images/item56_2.jpg
Tablet Basic,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,193.61,4,https://example.com/images/product57_1.jpg;https://example.com/images/product57_2.jpg;https://example.com/images/product57_3.jpg
Wireless Earbuds Elite,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,293.61,4,https://example.com/images/store58_1.jpg
Throw Pillow Premium,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,289.92,8,https://example.com/images/store59_1.jpg;https://example.com/images/store59_2.jpg
Formal Suit Max,Genuine leather belt with a timeless design. Perfect for everyday use.,26.07,2,https://example.com/images/item60_1.jpg
Summer Dress Pro,Soft and warm sweater made from premium materials. Perfect for everyday use.,119.84,2,https://example.com/images/store61_1.jpg
External Hard Drive Plus,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,280.79,4,https://example.com/images/store62_1.jpg;https://example.com/images/store62_2.jpg;https://example.com/images/store62_3.jpg
Wireless Earbuds Basic,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,79.17,4,https://example.com/images/product63_1.jpg;https://example.com/images/product63_2.jpg;https://example.com/images/product63_3.jpg
Mechanical Keyboard Plus,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,63.01,1,https://example.com/images/item64_1.jpg;https://example.com/images/item64_2.jpg;https://example.com/images/item64_3.jpg
Wireless Earbuds Max,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,228.19,1,https://example.com/images/item65_1.jpg
Hiking Boots Pro,Genuine leather belt with a timeless design. Perfect for everyday use.,195.37,2,https://example.com/images/store66_1.jpg;https://example.com/images/store66_2.jpg
Bluetooth Speaker Plus,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,294.72,1,https://example.com/images/product67_1.jpg;https://example.com/images/product67_2.jpg
Mechanical Keyboard Plus,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,295.51,4,https://example.com/images/store68_1.jpg;https://example.com/images/store68_2.jpg;https://example.com/images/store68_3.jpg
Picture Frame Standard,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,118.57,3,https://example.com/images/product69_1.jpg
Mechanical Keyboard Elite,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,291.62,4,https://example.com/images/store70_1.jpg;https://example.com/images/store70_2.jpg
Decorative Bowl Ultra,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,320.07,3,https://example.com/images/store71_1.jpg
Mechanical Keyboard Plus,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,262.1,4,https://example.com/images/store72_1.jpg
Ceramic Vase Pro,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,153.29,8,https://example.com/images/product73_1.jpg
Winter Jacket Premium,Classic fit with wrinkle-resistant fabric for a professional look. Perfect for everyday use.,64.39,2,https://example.com/images/item74_1.jpg;https://example.com/images/item74_2.jpg
Picture Frame Ultra,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,40.86,3,https://example.com/images/item75_1.jpg;https://example.com/images/item75_2.jpg
Running Shoes Max,Lightweight and breathable shoes for maximum comfort. Perfect for everyday use.,75.83,2,https://example.com/images/item76_1.jpg
Wireless Mouse Elite,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,236.14,4,https://example.com/images/store77_1.jpg;https://example.com/images/store77_2.jpg;https://example.com/images/store77_3.jpg
Smartwatch Elite,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,118.3,4,https://example.com/images/product78_1.jpg;https://example.com/images/product78_2.jpg;https://example.com/images/product78_3.jpg
Wall Clock Ultra,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,41.82,8,https://example.com/images/product79_1.jpg;https://example.com/images/product79_2.jpg;https://example.com/images/product79_3.jpg
Bookshelf Max,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,58.49,3,https://example.com/images/item80_1.jpg;https://example.com/images/item80_2.jpg
Running Shoes Plus,Genuine leather belt with a timeless design. Perfect for everyday use.,151.41,2,https://example.com/images/product81_1.jpg
Athletic Shorts Plus,Classic fit with wrinkle-resistant fabric for a professional look. Perfect for everyday use.,145.67,2,https://example.com/images/product82_1.jpg
Table Lamp Elite,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,90.06,3,https://example.com/images/item83_1.jpg
Ceramic Vase Deluxe,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,175.86,8,https://example.com/images/product84_1.jpg
Picture Frame Basic,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,291.46,3,https://example.com/images/product85_1.jpg;https://example.com/images/product85_2.jpg
Curtain Set Ultra,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,183.71,8,https://example.com/images/store86_1.jpg;https://example.com/images/store86_2.jpg;https://example.com/images/store86_3.jpg
Mechanical Keyboard Standard,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,200.81,4,https://example.com/images/store87_1.jpg;https://example.com/images/store87_2.jpg
Wireless Mouse Standard,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,289.05,1,https://example.com/images/store88_1.jpg;https://example.com/images/store88_2.jpg;https://example.com/images/store88_3.jpg
Digital Camera Deluxe,10-inch display with high resolution and fast processor. Perfect for everyday use.,197.42,4,https://example.com/images/product89_1.jpg;https://example.com/images/product89_2.jpg
Picture Frame Premium,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,303.1,3,https://example.com/images/product90_1.jpg;https://example.com/images/product90_2.jpg
Winter Jacket Elite,Waterproof and windproof jacket perfect for cold weather. Perfect for everyday use.,99.24,2,https://example.com/images/store91_1.jpg
Smartwatch Pro,10-inch display with high resolution and fast processor. Perfect for everyday use.,164.86,4,https://example.com/images/product92_1.jpg
Hiking Boots Plus,Soft and warm sweater made from premium materials. Perfect for everyday use.,76.44,2,https://example.com/images/store93_1.jpg;https://example.com/images/store93_2.jpg;https://example.com/images/store93_3.jpg
Smartwatch Max,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,195.72,4,https://example.com/images/store94_1.jpg;https://example.com/images/store94_2.jpg;https://example.com/images/store94_3.jpg
Table Lamp Deluxe,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,272.06,3,https://example.com/images/product95_1.jpg;https://example.com/images/product95_2.jpg;https://example.com/images/product95_3.jpg
Area Rug Ultra,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,95.05,3,https://example.com/images/item96_1.jpg
Winter Jacket Ultra,Genuine leather belt with a timeless design. Perfect for everyday use.,161.15,2,https://example.com/images/store97_1.jpg
Curtain Set Plus,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,263.1,3,https://example.com/images/item98_1.jpg;https://example.com/images/item98_2.jpg;https://example.com/images/item98_3.jpg
Tablet Plus,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,151.24,1,https://example.com/images/store99_1.jpg;https://example.com/images/store99_2.jpg
Leather Belt Ultra,Waterproof and windproof jacket perfect for cold weather. Perfect for everyday use.,160.98,2,https://example.com/images/product100_1.jpg;https://example.com/images/product100_2.jpg
Formal Suit Plus,Classic fit with wrinkle-resistant fabric for a professional look. Perfect for everyday use.,185.52,2,https://example.com/images/item101_1.jpg
Wool Sweater Elite,Classic fit with wrinkle-resistant fabric for a professional look. Perfect for everyday use.,175.5,2,https://example.com/images/product102_1.jpg;https://example.com/images/product102_2.jpg
External Hard Drive Max,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,229.1,1,https://example.com/images/product103_1.jpg;https://example.com/images/product103_2.jpg
Area Rug Premium,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,202.89,8,https://example.com/images/product104_1.jpg;https://example.com/images/product104_2.jpg
Ceramic Vase Basic,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,346.05,3,https://example.com/images/product105_1.jpg
Leather Belt Ultra,Soft and warm sweater made from premium materials. Perfect for everyday use.,173.12,2,https://example.com/images/product106_1.jpg
Athletic Shorts Elite,Waterproof and windproof jacket perfect for cold weather. Perfect for everyday use.,175.93,2,https://example.com/images/store107_1.jpg
Mechanical Keyboard Standard,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,232.49,1,https://example.com/images/product108_1.jpg;https://example.com/images/product108_2.jpg
Denim Jeans Premium,Lightweight and breathable shoes for maximum comfort. Perfect for everyday use.,182.8,2,https://example.com/images/store109_1.jpg;https://example.com/images/store109_2.jpg;https://example.com/images/store109_3.jpg
Winter Jacket Plus,Genuine leather belt with a timeless design. Perfect for everyday use.,78.91,2,https://example.com/images/product110_1.jpg
Gaming Console Premium,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,244.62,4,https://example.com/images/store111_1.jpg;https://example.com/images/store111_2.jpg
Mechanical Keyboard Ultra,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,98.88,1,https://example.com/images/product112_1.jpg;https://example.com/images/product112_2.jpg
Portable Charger Max,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,169.88,1,https://example.com/images/product113_1.jpg;https://example.com/images/product113_2.jpg;https://example.com/images/product113_3.jpg
Throw Pillow Deluxe,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,24.23,3,https://example.com/images/store114_1.jpg;https://example.com/images/store114_2.jpg;https://example.com/images/store114_3.jpg
Area Rug Basic,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,95.58,3,https://example.com/images/product115_1.jpg;https://example.com/images/product115_2.jpg;https://example.com/images/product115_3.jpg
Leather Belt Pro,Classic fit with wrinkle-resistant fabric for a professional look. Perfect for everyday use.,150.17,2,https://example.com/images/product116_1.jpg
Table Lamp Plus,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,237.85,8,https://example.com/images/store117_1.jpg;https://example.com/images/store117_2.jpg;https://example.com/images/store117_3.jpg
Throw Pillow Ultra,Durable and stain-resistant rug perfect for high-traffic areas. Perfect for everyday use.,231.55,8,https://example.com/images/item118_1.jpg;https://example.com/images/item118_2.jpg;https://example.com/images/item118_3.jpg
Summer Dress Plus,Soft and warm sweater made from premium materials. Perfect for everyday use.,143.87,2,https://example.com/images/item119_1.jpg
Wireless Mouse Premium,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,192.36,4,https://example.com/images/item120_1.jpg;https://example.com/images/item120_2.jpg
Curtain Set Ultra,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,85.97,3,https://example.com/images/product121_1.jpg
Candle Holder Pro,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,28.38,8,https://example.com/images/store122_1.jpg
Candle Holder Basic,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,164.56,3,https://example.com/images/product123_1.jpg
Ceramic Vase Standard,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,348.89,8,https://example.com/images/item124_1.jpg;https://example.com/images/item124_2.jpg
Running Shoes Standard,Genuine leather belt with a timeless design. Perfect for everyday use.,94.88,2,https://example.com/images/item125_1.jpg;https://example.com/images/item125_2.jpg
Formal Suit Standard,Classic fit with wrinkle-resistant fabric for a professional look. Perfect for everyday use.,193.03,2,https://example.com/images/item126_1.jpg;https://example.com/images/item126_2.jpg;https://example.com/images/item126_3.jpg
Denim Jeans Premium,Soft and warm sweater made from premium materials. Perfect for everyday use.,98.3,2,https://example.com/images/product127_1.jpg
Decorative Bowl Elite,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,109.21,8,https://example.com/images/store128_1.jpg;https://example.com/images/store128_2.jpg
Running Shoes Basic,Lightweight and breathable shoes for maximum comfort. Perfect for everyday use.,162.8,2,https://example.com/images/product129_1.jpg
Athletic Shorts Pro,Soft and warm sweater made from premium materials. Perfect for everyday use.,99.59,2,https://example.com/images/item130_1.jpg;https://example.com/images/item130_2.jpg
Wool Sweater Plus,Lightweight and breathable shoes for maximum comfort. Perfect for everyday use.,56.48,2,https://example.com/images/item131_1.jpg;https://example.com/images/item131_2.jpg;https://example.com/images/item131_3.jpg
Table Lamp Premium,Soft and comfortable pillow with removable cover for easy cleaning. Perfect for everyday use.,99.33,3,https://example.com/images/product132_1.jpg;https://example.com/images/product132_2.jpg;https://example.com/images/product132_3.jpg
External Hard Drive Ultra,Fitness tracker with heart rate monitor and sleep tracking. Perfect for everyday use.,292.42,1,https://example.com/images/item133_1.jpg;https://example.com/images/item133_2.jpg
Summer Dress Basic,Genuine leather belt with a timeless design. Perfect for everyday use.,115.83,2,https://example.com/images/product134_1.jpg;https://example.com/images/product134_2.jpg
Candle Holder Ultra,Handcrafted ceramic vase with a unique design. Perfect for everyday use.,71,3,https://example.com/images/item135_1.jpg
Area Rug Ultra,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,320.07,3,https://example.com/images/store136_1.jpg;https://example.com/images/store136_2.jpg
Running Shoes Plus,Waterproof and windproof jacket perfect for cold weather. Perfect for everyday use.,126.87,2,https://example.com/images/product137_1.jpg;https://example.com/images/product137_2.jpg;https://example.com/images/product137_3.jpg
Tablet Deluxe,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,105.94,1,https://example.com/images/item138_1.jpg;https://example.com/images/item138_2.jpg;https://example.com/images/item138_3.jpg
Athletic Shorts Standard,Soft and warm sweater made from premium materials. Perfect for everyday use.,155.76,2,https://example.com/images/store139_1.jpg;https://example.com/images/store139_2.jpg
Picture Frame Standard,Modern wall clock with silent movement and elegant design. Perfect for everyday use.,87.95,3,https://example.com/images/store140_1.jpg;https://example.com/images/store140_2.jpg
Bluetooth Speaker Plus,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,32.25,1,https://example.com/images/product141_1.jpg
Winter Jacket Premium,Lightweight and breathable shoes for maximum comfort. Perfect for everyday use.,87.3,2,https://example.com/images/store142_1.jpg
Smartwatch Elite,10-inch display with high resolution and fast processor. Perfect for everyday use.,227.78,1,https://example.com/images/store143_1.jpg;https://example.com/images/store143_2.jpg
Wireless Earbuds Basic,High-quality sound with noise cancellation and long battery life. Perfect for everyday use.,247.71,1,https://example.com/images/product144_1.jpg;https://example.com/images/product144_2.jpg
Gaming Console Max,10-inch display with high resolution and fast processor. Perfect for everyday use.,122.79,4,https://example.com/images/item145_1.jpg
Dress Shirt Plus,Soft and warm sweater made from premium materials. Perfect for everyday use.,54.85,2,https://example.com/images/item146_1.jpg;https://example.com/images/item146_2.jpg
Wireless Earbuds Ultra,Professional-grade camera with 4K video recording capabilities. Perfect for everyday use.,123.14,4,https://example.com/images/product147_1.jpg;https://example.com/images/product147_2.jpg
Mechanical Keyboard Standard,10-inch display with high resolution and fast processor. Perfect for everyday use.,110.82,4,https://example.com/images/item148_1.jpg;https://example.com/images/item148_2.jpg;https://example.com/images/item148_3.jpg
Tablet Basic,Waterproof speaker with 360-degree sound and 20-hour battery life. Perfect for everyday use.,158.82,1,https://example.com/images/item149_1.jpg;https://example.com/images/item149_2.jpg
Wall Clock Elite,Adjustable lamp with energy-efficient LED bulb. Perfect for everyday use.,279.7,3,https://example.com/images/store150_1.jpg;https://example.com/images/store150_2.jpg;https://example.com/images/store150_3.jpg
